,Unnamed: 0,year_film,year_award,ceremony,category,nominee,film,win,single_award,race
790,2881,1979,1980,37,Best Performance by an Actor In A Television Series - Drama,Richard Chamberlain,Centennial,False,True,White
791,3010,1980,1981,38,Best Performance by an Actor In A Television Series - Drama,Richard Chamberlain,Shogun,True,True,White
792,3406,1983,1984,41,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Richard Chamberlain,"Thorn Birds, The",True,True,White
793,3658,1985,1986,43,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Richard Chamberlain,Wallenberg: A Hero's Story,False,True,White
794,4045,1988,1989,46,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Richard Chamberlain,"Bourne Identity, The",False,True,White
795,900,1962,1963,20,Actress In A Television Series,Donna Reed,"Donna Reed Show, The",True,True,White
796,918,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Polly Bergen,"Caretakers, The",False,True,White
797,920,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Rachel Roberts,This Sporting Life,False,True,White
798,921,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Romy Schneider,"Cardinal, The",False,True,White
799,922,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Alida Valli,"Paper Man, The",False,True,White
800,923,1963,1964,21,Best Performance by an Actress in a Motion Picture - Drama,Marina Vlady,"Conjugal Bed, The",False,True,White
801,926,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Tom Tryon,"Cardinal, The",False,True,White
802,928,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Stathis Giallelis,"America, America",False,True,White
803,987,1963,1964,21,New Star Of The Year - Actor,Stathis Giallelis,"America, America",True,True,White
804,929,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Rex Harrison,Cleopatra,False,True,White
805,1050,1964,1965,22,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Rex Harrison,My Fair Lady,True,True,White
806,1127,1965,1966,23,Best Performance by an Actor in a Motion Picture - Drama,Rex Harrison,"Agony and The Ecstasy, The",False,True,White
807,1332,1967,1968,25,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Rex Harrison,Doctor Dolittle,False,True,White
808,930,1963,1964,21,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,Love with the Proper Stranger,False,True,White
809,1226,1966,1967,24,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,The Sand Pebbles,False,True,White
810,1534,1969,1970,27,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve McQueen,"Reivers, The",False,True,White
811,2055,1973,1974,31,Best Performance by an Actor in a Motion Picture - Drama,Steve McQueen,Papillon,False,True,White
812,934,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Tom Jones,False,True,White
813,986,1963,1964,21,New Star Of The Year - Actor,Albert Finney,Tom Jones,True,True,White
814,1651,1970,1971,28,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney,Scrooge,True,True,White
815,3197,1982,1983,40,Best Performance by an Actor in a Motion Picture - Drama,Albert Finney,Shoot The Moon,False,True,White
816,3337,1983,1984,41,Best Performance by an Actor in a Motion Picture - Drama,Albert Finney,The Dresser,False,True,White
817,3461,1984,1985,42,Best Performance by an Actor in a Motion Picture - Drama,Albert Finney,Under The Volcano,False,True,White
818,5502,2000,2001,58,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Finney,Erin Brockovich,False,True,White
819,5809,2002,2003,60,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Albert Finney,The Gathering Storm,True,True,White
820,5888,2003,2004,61,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Finney,Big Fish,False,True,White
821,940,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Terry-Thomas,"Mouse on the Moon, The",False,True,White
822,941,1963,1964,21,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jonathan Winters,"It's a Mad, Mad, Mad, Mad World",False,True,White
823,942,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Margaret Rutherford,"V. I. P.'s, The",True,True,White
824,945,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Linda Marsh,"America, America",False,True,White
825,946,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Neal,Hud,False,True,White
826,1842,1971,1972,29,Actress In A Leading Role - Drama Series Or Television Movie,Patricia Neal,"Homecoming, The",True,True,White
827,947,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Liselotte Pulver,"Global Affair, A",False,True,White
828,948,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lilia Skala,Lilies of the Field,False,True,White
829,2594,1977,1978,35,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lilia Skala,Roseland,False,True,White
830,950,1963,1964,21,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Greenwood,Tom Jones,False,True,White
831,951,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Huston,"Cardinal, The",True,True,White
832,2203,1974,1975,32,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Huston,Chinatown,False,True,White
833,952,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Mann,"America, America",False,True,White
834,1788,1971,1972,29,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Mann,Fiddler on the Roof,False,True,White
835,953,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Roddy McDowall,Cleopatra,False,True,White
836,954,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gregory Rozakis,"America, America",False,True,Black
837,957,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Hud,False,True,White
838,1647,1970,1971,28,Best Performance by an Actor in a Motion Picture - Drama,Melvyn Douglas,I Never Sang For My Father,False,True,White
839,2832,1979,1980,37,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas,Being There,True,True,White
840,958,1963,1964,21,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Tom Jones,False,True,White
841,1444,1968,1969,26,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hugh Griffith,Oliver!,False,True,White
842,980,1963,1964,21,New Star Of The Year - Actress,Ursula Andress,Dr. No,True,True,White
843,981,1963,1964,21,New Star Of The Year - Actress,Tippi Hedren,"Birds, The",True,True,White
844,982,1963,1964,21,New Star Of The Year - Actress,Elke Sommer,"Prize, The",True,True,White
845,983,1963,1964,21,New Star Of The Year - Actress,Joey Heatherton,Twilight of Honor,False,True,White
846,984,1963,1964,21,New Star Of The Year - Actress,Leslie Parish,For Love or Money,False,True,Black
847,985,1963,1964,21,New Star Of The Year - Actress,Maggie Smith,"V. I. P.'s, The",False,True,White
848,1122,1965,1966,23,Best Performance by an Actress in a Motion Picture - Drama,Maggie Smith,Othello,False,True,White
849,1523,1969,1970,27,Best Performance by an Actress in a Motion Picture - Drama,Maggie Smith,"Prime of Miss Jean Brodie, The",False,True,White
850,1911,1972,1973,30,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,Travels with My Aunt,False,True,White
851,2686,1978,1979,36,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,California Suite,True,True,White
852,3729,1986,1987,44,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maggie Smith,"Room with a View, A",True,True,White
853,5625,2001,2002,59,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maggie Smith,Gosford Park,False,True,White
854,5935,2003,2004,61,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Maggie Smith,My House in Umbria,False,True,White
855,6972,2011,2012,69,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Maggie Smith,Downton Abbey,False,True,White
856,7004,2012,2013,70,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,Quartet,False,True,White
857,7096,2012,2013,70,Best Performance by an Actress in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Maggie Smith,Downton Abbey,True,True,White
858,7378,2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,"Lady in the Van, The",False,True,White
859,988,1963,1964,21,New Star Of The Year - Actor,Robert Walker Jr.,"Ceremony, The",True,True,White
860,989,1963,1964,21,New Star Of The Year - Actor,Alain Delon,"Leopard, The",False,True,White
861,990,1963,1964,21,New Star Of The Year - Actor,Peter Fonda,"Victors, The",False,True,White
862,5097,1997,1998,55,Best Performance by an Actor in a Motion Picture - Drama,Peter Fonda,Ulee's Gold,True,True,White
863,5296,1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Peter Fonda,"Tempest, The",False,True,White
864,5456,1999,2000,57,Best Performance by an Actor in a Supporting Role in a Series: Limited Series or Motion Picture Made for Television,Peter Fonda,"Passion of Ayn Rand, The",True,True,White
865,991,1963,1964,21,New Star Of The Year - Actor,Larry Tucker,Shock Corridor,False,True,Black
866,1007,1963,1964,21,Actress In A Leading Role - Musical Or Comedy,Molly Picon,Come Blow Your Horn,False,True,White
867,1008,1963,1964,21,Actress In A Leading Role - Musical Or Comedy,Jill St. John,Come Blow Your Horn,False,True,White
868,1010,1963,1964,21,Actor In A Television Series,Mickey Rooney,Mickey,True,True,White
869,3131,1981,1982,39,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Mickey Rooney,Bill,True,True,White
870,1011,1963,1964,21,Actor In A Television Series,E. G. Marshall,"Defenders, The",False,True,White
871,1012,1963,1964,21,Actor In A Television Series,Richard Boone,"Richard Boone Show, The",False,True,White
872,1014,1963,1964,21,Actor In A Television Series,Lorne Greene,Bonanza,False,True,White
873,1025,1963,1964,21,Actress In A Television Series,Inger Stevens,"Farmer's Daughter, The",True,True,White
874,1028,1963,1964,21,Actress In A Television Series,Dorothy Loudon,"Garry Moore Show, The",False,True,White
875,1041,1964,1965,22,Best Performance by an Actress in a Motion Picture - Drama,Rita Hayworth,Circus World,False,True,White
876,1043,1964,1965,22,Best Performance by an Actress in a Motion Picture - Drama,Jean Seberg,Lilith,False,True,White
877,1044,1964,1965,22,Best Performance by an Actress in a Motion Picture - Drama,Ava Gardner,"Night of the Iguana, The",False,True,White
878,1053,1964,1965,22,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dick Van Dyke,Mary Poppins,False,True,White
879,1860,1971,1972,29,Actor In A Leading Role - Musical Or Comedy Series Or Television Movie,Dick Van Dyke,"New Dick Van Dyke Show, The",False,True,White
880,1056,1964,1965,22,Best Performance by an Actress in a Supporting Role in any Motion Picture,Elizabeth Ashley,"Carpetbaggers, The",False,True,White
881,1057,1964,1965,22,Best Performance by an Actress in a Supporting Role in any Motion Picture,Grayson Hall,"Night of the Iguana, The",False,True,White
882,1058,1964,1965,22,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lila Kedrova,Zorba The Greek,False,True,White
883,1059,1964,1965,22,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ann Sothern,The Best Man ,False,True,White
884,1060,1964,1965,22,Best Performance by an Actor in a Supporting Role in any Motion Picture,Stanley Holloway,My Fair Lady,False,True,White
885,1062,1964,1965,22,Best Performance by an Actor in a Supporting Role in any Motion Picture,Lee Tracy,The Best Man ,False,True,White
886,1064,1964,1965,22,Best Performance by an Actor in a Supporting Role in any Motion Picture,Cyril Delevanti,"Night of the Iguana, The",False,True,White
887,1081,1964,1965,22,New Star Of The Year - Actress,Mia Farrow,Guns at Batasi,True,True,White
888,1205,1965,1966,23,Actress In A Television Series,Mia Farrow,Peyton Place (TV Series),False,True,White
889,1423,1968,1969,26,Best Performance by an Actress in a Motion Picture - Drama,Mia Farrow,Rosemary's Baby,False,True,White
890,1604,1969,1970,27,Actress In A Leading Role - Musical Or Comedy,Mia Farrow,John and Mary,False,True,White
891,3467,1984,1985,42,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Mia Farrow,Broadway Danny Rose,False,True,White
892,3594,1985,1986,43,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Mia Farrow,"Purple Rose of Cairo, The",False,True,White
893,4228,1990,1991,48,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Mia Farrow,Alice (1990),False,True,White
894,5420,1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Mia Farrow,Forget Me Never,False,True,White
895,1082,1964,1965,22,New Star Of The Year - Actress,Celia Kaye,Island of the Blue Dolphins,True,True,White
896,1083,1964,1965,22,New Star Of The Year - Actress,Mary Ann Mobley,Get Yourself a College Girl!,True,True,White
897,1084,1964,1965,22,New Star Of The Year - Actor,Harve Presnell,"Unsinkable Molly Brown, The",True,True,White
898,1085,1964,1965,22,New Star Of The Year - Actor,George Segal,"New Interns, The",True,True,White
899,1240,1966,1967,24,Best Performance by an Actor in a Supporting Role in any Motion Picture,George Segal,Who's Afraid of Virginia Woolf?,False,True,White
900,2062,1973,1974,31,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Segal,"Touch of Class, A",True,True,White
